chassis_serie,close_date,close_datetime,component,creation_datetime,creation_date,severity_cur,customer_type,dealer_city,dealer_id,dealer_country,dealer_name,dealer_state,error_code,failure_mode,first_queued_seconds,region,owner_country,owner_department,description,mileage,mileage_unit,product_id,product,creator_country,creator_department,time_to_close_seconds,assigned_team,sr_area,sr_type,severity,ticket_channel,status_line,status,sub_status,ticket_id,chassis_number,vin_number
S-314,2025-07-17,2025-07-17 10:39:41+00:00,Hydrogen Injector,2026-06-18 14:00:00,2026-06-18,High,Service Partner,Toronto,D-1005,Canada,CanService Dealer,ON,W-2003,Failure,5063,North America,Germany,Operations,"[TEST-VARIANT-B] Ugrent: failure observed in Fuel Injector, maybe the engine control module. needs inspection. :: synthetic drift scenario",83207,miles,P-8130,Autonomous Controller,Canada,Quality,1789200.0,Warranty Taskforce,Electrical,Performance Issue,Critical,Proactive Monitoring,Closed,Closed,Investigation,variant-b-004046,CH993141,8AAJURSVNUVFW88XC
S-981,,,AI Sensor Rack,2026-06-18 15:00:00,2026-06-18,Critical,Fleet Operator,Shenzhen,D-1003,China,AsiaMotor Dealer,Guangdong,E-1002,Failure,2587,South America,USA,Operations,"[TEST-VARIANT-B] Urgent: fault observed in Cooling Pump, maybe the engine control module happens intermittently :: synthetic drift scenario",443,km,P-3867,Autonomous Controller,Germany,Customer Support,,Warranty Taskforce,Engine,Warranty Claim,Critical,VIP Hotline,Open,Awaiting Parts,Investigation,variant-b-004047,CH140768,GUD6XJFTSML1UWJTN
S-114,2025-12-15,2025-12-15 20:29:23+00:00,Hydrogen Injector,2026-06-18 16:00:00,2026-06-18,Low,Dealer,Shenzhen,D-1003,China,AsiaMotor Dealer,Guangdong,W-2003,Overheating,5444,South America,Brazil,Customer Support,[TEST-VARIANT-B] Rpt: Transmission System Clutch showing thermal issue after long run. fault appears after long run.WIP :: synthetic drift scenario,18200,km,P-3675,Hydrogen Drive Unit,Canada,Quality,666000.0,Warranty Taskforce,Electrical,Performance Issue,Critical,VIP Hotline,Closed,Resolved,Completed,variant-b-004048,CH578030,J73VNM0M9A544PE5F
S-568,,,Safety Controller,2026-06-18 17:00:00,2026-06-18,Critical,Service Partner,Sao Paulo,D-1004,Brazil,AmeCar Dealer,SP,E-1003,Overheating,4407,Asia,Brazil,Field Service,[TEST-VARIANT-B] Customer reports high temp at the clutch of the transmission system. :: synthetic drift scenario,146995,miles,P-9679,Autonomous Controller,USA,Field Service,,Escalation Lab,Suspension,Technical Issue,High,Proactive Monitoring,Open,New,Completed,variant-b-004049,CH963947,LUH70GSPBF02RMGCA
S-984,,,Safety Controller,2026-06-18 18:00:00,2026-06-18,Medium,Fleet Operator,San Jose,D-1001,USA,Northway Dealer,CA,E-1001,Wear,5522,North America,Brazil,Sales,[TEST-VARIANT-B] Found degraded from Battery No clear root cause customer says it is getting worse :: synthetic drift scenario,849,miles,P-2289,Hydrogen Drive Unit,China,Engineering,,Field Ops Rapid,Suspension,Technical Issue,High,Proactive Monitoring,Open,Awaiting Parts,Reopened,variant-b-004050,CH502971,4W7F1HZPBSW4CYBJE
S-340,2026-03-03,2026-03-03 19:51:22+00:00,Hydrogen Injector,2026-06-18 19:00:00,2026-06-18,High,Dealer,Sao Paulo,D-1004,Brazil,AmeCar Dealer,SP,E-1001,Overheating,7160,EU,France,Quality,[TEST-VARIANT-B] Found overheating from Wiring Harness. No clear root cause. :: synthetic drift scenario,205636,km,P-1952,Hydrogen Drive Unit,Germany,Quality,734400.0,Escalation Lab,Suspension,Warranty Claim,High,Proactive Monitoring,Closed,Resolved,Waiting on Customer,variant-b-004051,CH886873,YRPU71SNSUBBCFBZW
S-618,,,Safety Controller,2026-06-18 20:00:00,2026-06-18,Low,Fleet Operator,Sao Paulo,D-1004,Brazil,AmeCar Dealer,SP,W-2001,Wear,3879,North America,USA,Sales,"[TEST-VARIANT-B] Urgent: wear out observed in Brake Pads, maybe the brake system. :: synthetic drift scenario",358797,km,P-8633,Hydrogen Drive Unit,Germany,Field Service,,Field Ops Rapid,Engine,Warranty Claim,High,Proactive Monitoring,Open,Escalated,Reopened,variant-b-004052,CH613330,V1BX6CD1B6ZZLD88C
S-486,2025-11-02,2025-11-02 17:43:53+00:00,Safety Controller,2026-06-18 21:00:00,2026-06-18,Medium,Fleet Operator,Munich,D-1002,Germany,EuroAuto Dealer,Bavaria,F-3001,Wear,4667,South America,France,Sales,[TEST-VARIANT-B] Customer reports wear at the hydraulic pump of the transmission system. :: synthetic drift scenario,284978,miles,P-9567,Hydrogen Drive Unit,Canada,Operations,1652400.0,Warranty Taskforce,Electrical,Technical Issue,Critical,Proactive Monitoring,Closed,Closed,Investigation,variant-b-004053,CH649930,WJVL2U9Z3LY6R4W41
S-129,,,AI Sensor Rack,2026-06-18 22:00:00,2026-06-18,Low,Dealer,Sao Paulo,D-1004,Brazil,AmeCar Dealer,SP,W-2003,Leak,384,North America,Brazil,Operations,"[TEST-VARIANT-B] Electrical System Wiring Harness has drip, unclear if related to recent service.Need help. :: synthetic drift scenario",394454,km,P-6549,Autonomous Controller,USA,Operations,,Escalation Lab,Transmission,Maintenance Request,Medium,Proactive Monitoring,Open,Assigned,Investigation,variant-b-004054,CH726989,N015A2NVCM4K5DMJE
S-190,,,AI Sensor Rack,2026-06-18 23:00:00,2026-06-18,Critical,Dealer,Sao Paulo,D-1004,Brazil,AmeCar Dealer,SP,E-1001,Short Circuit,6709,EU,Brazil,Engineering,[TEST-VARIANT-B] There is spark on the ABS Snesor. Still open. :: synthetic drift scenario,189561,km,P-7876,Hydrogen Drive Unit,Brazil,Customer Support,,Warranty Taskforce,Brakes,Maintenance Request,Medium,VIP Hotline,Open,In Progress,Waiting on Customer,variant-b-004055,CH572841,BBMZ3S8HSAKZ4N768
S-776,2025-05-02,2025-05-02 17:38:50+00:00,Safety Controller,2026-06-19 00:00:00,2026-06-19,Critical,Dealer,Sao Paulo,D-1004,Brazil,AmeCar Dealer,SP,E-1003,Leak,4288,EU,Germany,Operations,[TEST-VARIANT-B] Brake Pads seems to have esepage; driver says it started after startup. :: synthetic drift scenario,492440,miles,P-2047,Autonomous Controller,Brazil,Quality,1483200.0,Field Ops Rapid,Brakes,Maintenance Request,High,Proactive Monitoring,Closed,Resolved,Investigation,variant-b-004056,CH359308,HL1ZV95ZX2P174YGD
S-111,,,Safety Controller,2026-06-19 01:00:00,2026-06-19,Critical,Independent Owner,San Jose,D-1001,USA,Northway Dealer,CA,F-3002,Failure,2869,Asia,USA,Sales,[TEST-VARIANT-B] Gearbox has been not responding during operation. Need review. :: synthetic drift scenario,380881,km,P-9717,Autonomous Controller,China,Engineering,,Field Ops Rapid,Body/Chassis,Performance Issue,High,VIP Hotline,Open,Assigned,Parts Ordered,variant-b-004057,CH434010,WZWDKBKKWSZ4ZFRKV
S-449,,,Hydrogen Injector,2026-06-19 02:00:00,2026-06-19,Medium,Fleet Operator,Munich,D-1002,Germany,EuroAuto Dealer,Bavaria,E-1005,Leak,3130,North America,USA,Engineering,"[TEST-VARIANT-B] Electrical System Wiring Harness has leak, unlcear if related to recent service. needs inspection. :: synthetic drift scenario",45829,km,P-5603,Autonomous Controller,USA,Sales,,Escalation Lab,Suspension,Technical Issue,Medium,VIP Hotline,Open,New,Parts Ordered,variant-b-004058,CH599624,0R3EPLLEZ0YD7K9D9
S-532,,,Hydrogen Injector,2026-06-19 03:00:00,2026-06-19,High,Service Partner,San Jose,D-1001,USA,Northway Dealer,CA,F-3001,Overheating,5478,South America,France,Sales,[TEST-VARIANT-B] Sensors appears overheating. Intermittent fault. customer says it is getting worse.WIP :: synthetic drift scenario,21064,km,P-8413,Hydrogen Drive Unit,Germany,Quality,,Escalation Lab,Brakes,Warranty Claim,High,Proactive Monitoring,Open,Awaiting Parts,Parts Ordered,variant-b-004059,CH546903,XB7E7MS20BYB8YAW2
S-405,,,Hydrogen Injector,2026-06-19 04:00:00,2026-06-19,High,Independent Owner,Munich,D-1002,Germany,EuroAuto Dealer,Bavaria,F-3002,Overheating,7014,EU,Canada,Field Service,[TEST-VARIANT-B] Overheating in Clutch of the Transmission System Need fix asap :: synthetic drift scenario,40023,miles,P-6392,Hydrogen Drive Unit,Canada,Engineering,,Escalation Lab,Body/Chassis,Performance Issue,High,Proactive Monitoring,Open,New,Investigation,variant-b-004060,CH789693,NHSMMYGCGNZ8XSVY3
S-765,,,AI Sensor Rack,2026-06-19 05:00:00,2026-06-19,Critical,Service Partner,Sao Paulo,D-1004,Brazil,AmeCar Dealer,SP,E-1001,Short Circuit,4883,South America,Brazil,Customer Support,[TEST-VARIANT-B] Customer reports electrical fault at the sensors of the electrical system. :: synthetic drift scenario,45063,km,P-8760,Autonomous Controller,France,Field Service,,Warranty Taskforce,Body/Chassis,Maintenance Request,Critical,Proactive Monitoring,Open,Escalated,Action Required,variant-b-004061,CH168157,KEJMHE4SUUNPHR8EZ
S-541,,,AI Sensor Rack,2026-06-19 06:00:00,2026-06-19,Medium,Dealer,Shenzhen,D-1003,China,AsiaMotor Dealer,Guangdong,E-1002,Leak,7109,North America,Canada,Operations,"[TEST-VARIANT-B] Urgent: fluid loss observed in Hydrauilc Pump, maybe the transmission system :: synthetic drift scenario",391260,km,P-7116,Autonomous Controller,France,Engineering,,Field Ops Rapid,Suspension,Maintenance Request,High,Proactive Monitoring,Open,Escalated,Parts Ordered,variant-b-004062,CH802161,S1G2858306LRLURKL
S-913,2025-05-12,2025-05-12 15:25:52+00:00,Hydrogen Injector,2026-06-19 07:00:00,2026-06-19,Critical,Fleet Operator,Sao Paulo,D-1004,Brazil,AmeCar Dealer,SP,F-3002,Noise,3008,North America,Canada,Customer Support,[TEST-VARIANT-B] Engine Control Module Cooling Pump has unusual sound; note the unusual behavior. :: synthetic drift scenario,292406,miles,P-5958,Hydrogen Drive Unit,Brazil,Quality,2170800.0,Escalation Lab,Engine,Recall Related,High,VIP Hotline,Closed,Closed,Investigation,variant-b-004063,CH979936,XKRMPS7BCA6EERN97
S-237,,,AI Sensor Rack,2026-06-19 08:00:00,2026-06-19,High,Independent Owner,San Jose,D-1001,USA,Northway Dealer,CA,W-2002,Failure,5397,EU,USA,Operations,"[TEST-VARIANT-B] Urgent: fault observed in Hydraulic Pump, maybe the transmission system. :: synthetic drift scenario",201063,km,P-2174,Hydrogen Drive Unit,China,Quality,,Warranty Taskforce,Suspension,Maintenance Request,Critical,Proactive Monitoring,Open,In Progress,Waiting on Customer,variant-b-004064,CH413516,H00KUMW7YKZF4KK72
S-142,,,AI Sensor Rack,2026-06-19 09:00:00,2026-06-19,Critical,Service Partner,Sao Paulo,D-1004,Brazil,AmeCar Dealer,SP,E-1002,Wear,4377,South America,Canada,Customer Support,[TEST-VARIANT-B] ABS Sensor seems to have worn; driver says it started after startup. happens intermittently. pls :: synthetic drift scenario,342295,km,P-6266,Hydrogen Drive Unit,France,Engineering,,Warranty Taskforce,Electrical,Warranty Claim,Critical,VIP Hotline,Open,In Progress,Reopened,variant-b-004065,CH199915,NLSM6831V7YLY3L0T
S-808,,,AI Sensor Rack,2026-06-19 10:00:00,2026-06-19,Medium,Service Partner,Munich,D-1002,Germany,EuroAuto Dealer,Bavaria,E-1002,Wear,298,EU,France,Field Service,[TEST-VARIANT-B] Customer reports wear at the abttery of the electrical system. :: synthetic drift scenario,130645,miles,P-4899,Hydrogen Drive Unit,Germany,Sales,,Warranty Taskforce,Brakes,Safety Concern,High,VIP Hotline,Open,Awaiting Parts,Action Required,variant-b-004066,CH333720,CJ99D6WDJZ9GSFXBV
S-778,,,Hydrogen Injector,2026-06-19 11:00:00,2026-06-19,Medium,Service Partner,Toronto,D-1005,Canada,CanService Dealer,ON,E-1004,Noise,1856,North America,Canada,Quality,[TEST-VARIANT-B] Rpt: Brake System Brake Pads showing clunking after long run.Need help. :: synthetic drift scenario,391256,km,P-5470,Hydrogen Drive Unit,Brazil,Field Service,,Field Ops Rapid,Brakes,Performance Issue,High,VIP Hotline,Open,Assigned,Parts Ordered,variant-b-004067,CH354695,05RL78KEXRH9MKSEC
S-562,2026-01-10,2026-01-10 04:33:10+00:00,Safety Controller,2026-06-19 12:00:00,2026-06-19,Low,Dealer,San Jose,D-1001,USA,Northway Dealer,CA,E-1004,Noise,6705,South America,Brazil,Quality,[TEST-VARIANT-B] Rattle affecting Fuel Injector on Engine Control Module Tech notes :: synthetic drift scenario,266686,km,P-5746,Autonomous Controller,Germany,Sales,2386800.0,Escalation Lab,Brakes,Warranty Claim,High,Proactive Monitoring,Closed,Resolved,Action Required,variant-b-004068,CH120816,RDB99PFYED0GUYTPZ
S-536,2026-04-15,2026-04-15 11:42:35+00:00,AI Sensor Rack,2026-06-19 13:00:00,2026-06-19,Low,Fleet Operator,Shenzhen,D-1003,China,AsiaMotor Dealer,Guangdong,W-2001,Overheating,2549,Asia,Germany,Operations,[TEST-VARIANT-B] Rpt: Transmission System Geabrox showing overheating after long run. :: synthetic drift scenario,90306,km,P-5732,Hydrogen Drive Unit,Canada,Field Service,1677600.0,Escalation Lab,Transmission,Performance Issue,Critical,Proactive Monitoring,Closed,Resolved,Completed,variant-b-004069,CH946067,KDDU9848T56TU3CDB
S-580,,,Hydrogen Injector,2026-06-19 14:00:00,2026-06-19,High,Dealer,Shenzhen,D-1003,China,AsiaMotor Dealer,Guangdong,E-1004,Noise,5859,North America,USA,Quality,[TEST-VARIANT-B] ABS Sesnor appears clunking. No error light. needs inspection. asap :: synthetic drift scenario,394595,miles,P-9115,Autonomous Controller,USA,Engineering,,Warranty Taskforce,Electrical,Maintenance Request,Medium,Proactive Monitoring,Open,In Progress,Investigation,variant-b-004070,CH871995,2CZ8VZSC0BY4PD8B5
S-207,,,Safety Controller,2026-06-19 15:00:00,2026-06-19,Low,Independent Owner,Shenzhen,D-1003,China,AsiaMotor Dealer,Guangdong,E-1001,Overheating,5542,South America,Canada,Engineering,[TEST-VARIANT-B] Electrical System Battery has overheating; note the unsuual behavior :: synthetic drift scenario,125988,miles,P-3933,Autonomous Controller,Canada,Operations,,Escalation Lab,Brakes,Recall Related,High,VIP Hotline,Open,New,Parts Ordered,variant-b-004071,CH588846,CFEBF96JL1MDS1NBX
S-223,,,Safety Controller,2026-06-19 16:00:00,2026-06-19,Medium,Independent Owner,Shenzhen,D-1003,China,AsiaMotor Dealer,Guangdong,E-1003,Wear,2249,North America,USA,Quality,[TEST-VARIANT-B] There is abrasion on the Battery. Needs parts. :: synthetic drift scenario,404733,miles,P-4613,Autonomous Controller,Canada,Customer Support,,Field Ops Rapid,Brakes,Performance Issue,Critical,VIP Hotline,Open,Awaiting Parts,Parts Ordered,variant-b-004072,CH690551,FY007FKZG65YFT64T
S-672,,,AI Sensor Rack,2026-06-19 17:00:00,2026-06-19,Medium,Service Partner,Munich,D-1002,Germany,EuroAuto Dealer,Bavaria,E-1001,Failure,1659,EU,USA,Sales,[TEST-VARIANT-B] Cooling Pupm seems to have stopped working; driver says it started after startup. :: synthetic drift scenario,303245,miles,P-9344,Autonomous Controller,France,Operations,,Escalation Lab,Suspension,Warranty Claim,Critical,Proactive Monitoring,Open,Escalated,Completed,variant-b-004073,CH627612,PXGSRFEJ942J4E421
S-355,,,Hydrogen Injector,2026-06-19 18:00:00,2026-06-19,Low,Independent Owner,Munich,D-1002,Germany,EuroAuto Dealer,Bavaria,E-1005,Overheating,5180,EU,USA,Sales,[TEST-VARIANT-B] Hydraulic Pump seems to have running hot; driver says it started after startup. :: synthetic drift scenario,109254,miles,P-8684,Autonomous Controller,Brazil,Engineering,,Warranty Taskforce,Body/Chassis,Warranty Claim,High,Proactive Monitoring,Open,Awaiting Parts,Reopened,variant-b-004074,CH654147,0WNJ7NRE0LZBY2AJT
S-473,,,Safety Controller,2026-06-19 19:00:00,2026-06-19,Critical,Independent Owner,Sao Paulo,D-1004,Brazil,AmeCar Dealer,SP,E-1003,Wear,4083,EU,France,Quality,"[TEST-VARIANT-B] Urgent: wear observed in ABS Sensor, maybe the brake system. :: synthetic drift scenario",339908,km,P-8065,Hydrogen Drive Unit,Germany,Quality,,Field Ops Rapid,Suspension,Warranty Claim,High,VIP Hotline,Open,In Progress,Completed,variant-b-004075,CH580013,D7JVDDT4FUBBM2VCH
S-371,,,AI Sensor Rack,2026-06-19 20:00:00,2026-06-19,Low,Fleet Operator,San Jose,D-1001,USA,Northway Dealer,CA,E-1002,Leak,4772,South America,France,Quality,[TEST-VARIANT-B] Clutch seems to have leak; driver asys it started after startup asap :: synthetic drift scenario,349457,miles,P-8960,Autonomous Controller,USA,Sales,,Escalation Lab,Electrical,Performance Issue,Medium,Proactive Monitoring,Open,Escalated,Reopened,variant-b-004076,CH674065,BPU7RSMECKZ297HGM
S-695,2026-04-05,2026-04-05 02:11:18+00:00,Hydrogen Injector,2026-06-19 21:00:00,2026-06-19,Low,Service Partner,Sao Paulo,D-1004,Brazil,AmeCar Dealer,SP,E-1005,Leak,7005,Asia,China,Quality,"[TEST-VARIANT-B] Urgetn: leaking observed in Sensors, maybe the electrical system. check asap. :: synthetic drift scenario",168970,miles,P-3186,Hydrogen Drive Unit,USA,Customer Support,1458000.0,Field Ops Rapid,Transmission,Safety Concern,Critical,Proactive Monitoring,Closed,Resolved,Investigation,variant-b-004077,CH602503,EC4NCY2DUF7ZKPPFT
S-712,,,Safety Controller,2026-06-19 22:00:00,2026-06-19,Low,Dealer,Shenzhen,D-1003,China,AsiaMotor Dealer,Guangdong,E-1004,Wear,4862,South America,China,Quality,[TEST-VARIANT-B] Gearbox seems to have worn; driver says it started after startup. :: synthetic drift scenario,36773,miles,P-4202,Hydrogen Drive Unit,Canada,Operations,,Escalation Lab,Electrical,Performance Issue,High,Proactive Monitoring,Open,Awaiting Parts,Investigation,variant-b-004078,CH164958,TE88P0RSPBLPBLBZM
S-926,,,Safety Controller,2026-06-19 23:00:00,2026-06-19,Medium,Service Partner,Sao Paulo,D-1004,Brazil,AmeCar Dealer,SP,E-1002,Overheating,7093,Asia,France,Customer Support,[TEST-VARIANT-B] Found thermal iss from Hydraulic Pump. Possible sensor iss.FYI :: synthetic drift scenario,296106,km,P-4297,Hydrogen Drive Unit,France,Quality,,Field Ops Rapid,Suspension,Technical Issue,High,VIP Hotline,Open,Assigned,Action Required,variant-b-004079,CH893529,NF2BVD7JFUZD3MPJ6
S-711,,,Safety Controller,2026-06-20 00:00:00,2026-06-20,Critical,Dealer,Shenzhen,D-1003,China,AsiaMotor Dealer,Guangdong,F-3001,Failure,4402,South America,USA,Operations,"[TEST-VARIANT-B] Electrical System Battery has not responding, unclear if related to recent service. :: synthetic drift scenario",130717,miles,P-4468,Hydrogen Drive Unit,USA,Customer Support,,Warranty Taskforce,Transmission,Technical Issue,Critical,Proactive Monitoring,Open,Escalated,Reopened,variant-b-004080,CH315938,LHDUE2GMEPH8RC1ND
S-791,,,AI Sensor Rack,2026-06-20 01:00:00,2026-06-20,High,Service Partner,San Jose,D-1001,USA,Northway Dealer,CA,F-3001,Wear,4709,North America,China,Quality,[TEST-VARIANT-B] Engine Control Module Fuel Injector has wron; note the unusual behavior happens intermittently :: synthetic drift scenario,76045,miles,P-8947,Autonomous Controller,China,Field Service,,Warranty Taskforce,Body/Chassis,Safety Concern,High,VIP Hotline,Open,Assigned,Reopened,variant-b-004081,CH844935,MK3ZF9AUJLGLXFNYL
S-974,2025-05-27,2025-05-27 23:39:55+00:00,Hydrogen Injector,2026-06-20 02:00:00,2026-06-20,Medium,Service Partner,Sao Paulo,D-1004,Brazil,AmeCar Dealer,SP,F-3001,Failure,1318,South America,France,Customer Support,[TEST-VARIANT-B] Customer reports fault at the brake pads of the brake system. happens intermittently. :: synthetic drift scenario,324183,km,P-9674,Hydrogen Drive Unit,Germany,Operations,2318400.0,Warranty Taskforce,Body/Chassis,Maintenance Request,High,Proactive Monitoring,Closed,Closed,Parts Ordered,variant-b-004082,CH391942,K8SA2A51MB71A0246
S-190,,,Hydrogen Injector,2026-06-20 03:00:00,2026-06-20,Low,Dealer,Munich,D-1002,Germany,EuroAuto Dealer,Bavaria,W-2003,Failure,5600,Asia,Germany,Customer Support,[TEST-VARIANT-B] ABS Sensor seems to have not responding; driver says it started after startup. :: synthetic drift scenario,250417,km,P-1006,Hydrogen Drive Unit,France,Quality,,Field Ops Rapid,Engine,Technical Issue,Critical,VIP Hotline,Open,Awaiting Parts,Action Required,variant-b-004083,CH792700,T1J5E601T4WRFWH0A
S-534,2026-01-30,2026-01-30 16:39:04+00:00,Safety Controller,2026-06-20 04:00:00,2026-06-20,Low,Dealer,Munich,D-1002,Germany,EuroAuto Dealer,Bavaria,E-1001,Short Circuit,1776,South America,Brazil,Engineering,[TEST-VARIANT-B] Rpt: Electrical System Wiring Harness showing power surge after long run. customer says it is getting worse. :: synthetic drift scenario,163029,miles,P-9608,Hydrogen Drive Unit,Brazil,Customer Support,874800.0,Field Ops Rapid,Electrical,Safety Concern,Medium,Proactive Monitoring,Closed,Closed,Parts Ordered,variant-b-004084,CH257551,ZFH48TUBGBL5DAV46
S-823,,,Safety Controller,2026-06-20 05:00:00,2026-06-20,Critical,Dealer,Toronto,D-1005,Canada,CanService Dealer,ON,W-2001,Short Circuit,2343,South America,Canada,Engineering,[TEST-VARIANT-B] Customer reports electrical fault at the wiring harness of the electrical system. :: synthetic drift scenario,211065,km,P-4717,Autonomous Controller,Germany,Operations,,Warranty Taskforce,Body/Chassis,Warranty Claim,High,VIP Hotline,Open,Escalated,Completed,variant-b-004085,CH438528,8S5BC35PS4LR3EEJ4
